"list_name","name","label","prov_id","dist_id","posto_id","com_id"
"districts","D0902","BILENE_MACIA","P09","GAZA","",""
"districts","D0903","CHIBUTO","P09","GAZA","",""
"districts","D0904","CHICUALACUALA","P09","GAZA","",""
"districts","D0905","CHIGUBO","P09","GAZA","",""
"districts","D0906","CHOKWE","P09","GAZA","",""
"districts","D0907","GUIJA","P09","GAZA","",""
"districts","D0908","MABALANE","P09","GAZA","",""
"districts","D0909","MANJACAZE","P09","GAZA","",""
"districts","D0910","MASSANGENA","P09","GAZA","",""
"districts","D0911","MASSINGIR","P09","GAZA","",""
"districts","D0912","XAI_XAI","P09","GAZA","",""
"districts","D1002","BOANE","P10","MAPUTO","",""
"districts","D1003","MAGUDE","P10","MAPUTO","",""
"districts","D1004","MANHICA","P10","MAPUTO","",""
"districts","D1005","MARRACUENE","P10","MAPUTO","",""
"districts","D1006","MATUTUINE","P10","MAPUTO","",""
"districts","D1007","MOAMBA","P10","MAPUTO","",""
"districts","D1008","NAMAACHA","P10","MAPUTO","",""
"","","","","","",""
"postos","PA010202","ETATARA","","D0102","",""
"postos","PA010203","LURIO","","D0102","",""
"postos","PA010301","METANGULA","","D0103","",""
"postos","PA010302","COBUE","","D0103","",""
"postos","PA010303","LUNHO","","D0103","",""
"postos","PA010304","MANIAMBA","","D0103","",""
"postos","PA010401","CHIMBONILA","","D0104","",""
"postos","PA010402","LIONE","","D0104","",""
"postos","PA010403","MEPONDA","","D0104","",""
"postos","PA010501","MAJUNE","","D0105","",""
"postos","PA010502","MUAQUIA","","D0105","",""
"postos","PA010503","NAIRRUBI","","D0105","",""
"postos","PA010601","MANDIMBA","","D0106","",""
"postos","PA010602","MITANDE","","D0106","",""
"postos","PA010701","MARRUPA","","D0107","",""
"postos","PA010702","MARANGIRA","","D0107","",""
"postos","PA010703","NUNGO","","D0107","",""
"postos","PA010801","MAUA","","D0108","",""
"postos","PA010802","MAIACA","","D0108","",""
"postos","PA010901","MAVAGO","","D0109","",""
"postos","PA010902","M'SAWIZE","","D0109","",""
"postos","PA011001","MECANHELAS","","D0110","",""
"postos","PA011002","CHIUTA","","D0110","",""
"postos","PA011101","MECULA","","D0111","",""
"postos","PA011102","MATONDOVELA","","D0111","",""
"postos","PA011201","METARICA","","D0112","",""
"postos","PA011202","MUCUMUA","","D0112","",""
"postos","PA011301","MUEMBE","","D0113","",""
"postos","PA011302","CHICONONO","","D0113","",""
"postos","PA011401","MASSANGULO","","D0114","",""
"postos","PA011402","ITEPELA","","D0114","",""
"postos","PA011501","NIPEPE","","D0115","",""
"postos","PA011502","MUIPITE","","D0115","",""
"postos","PA011601","SANGA","","D0116","",""
"postos","PA011602","LUSSIMBEZE","","D0116","",""
"postos","PA011603","MACALOGE","","D0116","",""
"postos","PA011604","MATCHEDJE","","D0116","",""
"postos","PA020201","ANCUABE","","D0202","",""
"postos","PA020202","METORO","","D0202","",""
"postos","PA020203","MEZA","","D0202","",""
"postos","PA020301","BALAMA","","D0203","",""
"postos","PA020302","IMPIRI","","D0203","",""
"postos","PA020303","KWEKWE","","D0203","",""
"postos","PA020304","MAVALA","","D0203","",""
"postos","PA020401","CHIURE","","D0204","",""
"postos","PA020402","CHIURE VELHO","","D0204","",""
"postos","PA020403","KATAPUA","","D0204","",""
"postos","PA020404","MAZEZE","","D0204","",""
"postos","PA020405","NAMOGELIA","","D0204","",""
"postos","PA020406","OCUA","","D0204","",""
"postos","PA020501","IBO","","D0205","",""
"postos","PA020502","QUIRIMBA","","D0205","",""
"postos","PA020601","MACOMIA","","D0206","",""
"postos","PA020602","CHAI","","D0206","",""
"postos","PA020603","MUCOJO","","D0206","",""
"postos","PA020604","QUITERAJO","","D0206","",""
"postos","PA020701","MECUFI","","D0207","",""
"postos","PA020702","MURREBUE","","D0207","",""
"postos","PA020801","MELUCO","","D0208","",""
"postos","PA020802","MUAGUIDE","","D0208","",""
"postos","PA020901","MOCIMBOA DA PRAIA","","D0209","",""
"postos","PA020902","DIACA","","D0209","",""
"postos","PA020903","MBAU","","D0209","",""
"postos","PA021002","MAPUPULO","","D0210","",""
"postos","PA021003","MIRATE","","D0210","",""
"postos","PA021004","NAIROTO","","D0210","",""
"postos","PA021005","NAMANHUMBIR","","D0210","",""
"postos","PA021101","MUEDA","","D0211","",""
"postos","PA021102","CHAPA","","D0211","",""
"postos","PA021103","IMBUHO","","D0211","",""
"postos","PA021104","NEGOMANO","","D0211","",""
"postos","PA021105","NGAPA","","D0211","",""
"postos","PA021201","MUIDUMBE","","D0212","",""
"postos","PA021202","CHITUNDA","","D0212","",""
"postos","PA021203","MITEDA","","D0212","",""
"postos","PA021301","NAMUNO","","D0213","",""
"postos","PA021302","HUCULA","","D0213","",""
"postos","PA021303","MACHOCA","","D0213","",""
"postos","PA021304","MELOCO","","D0213","",""
"postos","PA021305","NCUMPE","","D0213","",""
"postos","PA021306","LULI","","D0213","",""
"postos","PA021401","NANGADE","","D0214","",""
"postos","PA021402","NTAMBA","","D0214","",""
"postos","PA021501","PALMA","","D0215","",""
"postos","PA021502","OLUMBE","","D0215","",""
"postos","PA021503","PUNDANHAR","","D0215","",""
"postos","PA021504","QUIONGA","","D0215","",""
"postos","PA021601","METUGE","","D0216","",""
"postos","PA021602","MIEZE","","D0216","",""
"postos","PA021701","QUISSANGA","","D0217","",""
"postos","PA021702","BILIBIZA","","D0217","",""
"postos","PA021703","MAHATE","","D0217","",""
"postos","PA030202","AUBE","","D0302","",""
"postos","PA030203","NAMAPONDA","","D0302","",""
"postos","PA030204","BOILA_NAMETORIA","","D0302","",""
"postos","PA030301","NAMAPA_ERATI","","D0303","",""
"postos","PA030302","ALUA","","D0303","",""
"postos","PA030303","NAMIROA","","D0303","",""
"postos","PA030402","LUMBO","","D0304","",""
"postos","PA030501","LALAUA","","D0305","",""
"postos","PA030502","METI","","D0305","",""
"postos","PA030601","MALEMA","","D0306","",""
"postos","PA030602","CHIHULO","","D0306","",""
"postos","PA030603","MUTUALI","","D0306","",""
"postos","PA030701","MECONTA","","D0307","",""
"postos","PA030702","CORRANE","","D0307","",""
"postos","PA030703","NAMIALO","","D0307","",""
"postos","PA030704","7 DE ABRIL","","D0307","",""
"postos","PA030801","MECUBURI","","D0308","",""
"postos","PA030802","MILHANA","","D0308","",""
"postos","PA030803","MUITE","","D0308","",""
"postos","PA030804","NAMINA","","D0308","",""
"postos","PA030901","MEMBA","","D0309","",""
"postos","PA030902","CHIPENE","","D0309","",""
"postos","PA030903","LURIO","","D0309","",""
"postos","PA030904","MAZUE","","D0309","",""
"postos","PA031001","MONGICUALA","","D0310","",""
"postos","PA031002","QUINGA","","D0310","",""
"postos","PA031003","CHUNGA","","D0310","",""
"postos","PA031004","QUIXAXE","","D0310","",""
"postos","PA031005","LIUPO","","D0310","",""
"postos","PA031101","NAMETIL","","D0311","",""
"postos","PA031102","CALIPO","","D0311","",""
"postos","PA031103","ILUTE","","D0311","",""
"postos","PA031104","MUATUA","","D0311","",""
"postos","PA031105","NANHUPO","","D0311","",""
"postos","PA031201","MACONE","","D0312","",""
"postos","PA031202","CHALAUA","","D0312","",""
"postos","PA031203","LARDE","","D0312","",""
"postos","PA031204","MUCUALI","","D0312","",""
"postos","PA031301","MONAPO","","D0313","",""
"postos","PA031302","ITOCULO","","D0313","",""
"postos","PA031303","NETIA","","D0313","",""
"postos","PA031401","MOSSURIL","","D0314","",""
"postos","PA031402","LUNGA","","D0314","",""
"postos","PA031403","MATIBANE","","D0314","",""
"postos","PA031501","MUECATE","","D0315","",""
"postos","PA031502","IMALA","","D0315","",""
"postos","PA031503","MUCULUONE","","D0315","",""
"postos","PA031601","MURRUPULA","","D0316","",""
"postos","PA031602","CHINGA","","D0316","",""
"postos","PA031603","NEHESSINE","","D0316","",""
"postos","PA031801","NACALA_VELHA","","D0318","",""
"postos","PA031802","COVO","","D0318","",""
"postos","PA031901","NACAROA","","D0319","",""
"postos","PA031902","INTETE","","D0319","",""
"postos","PA031903","SAUA_SAUA","","D0319","",""
"postos","PA032001","RAPALE","","D0320","",""
"postos","PA032002","ANCHILO","","D0320","",""
"postos","PA032003","MUTIVAZE","","D0320","",""
"postos","PA032004","NAMAITA","","D0320","",""
"postos","PA032101","RIBAUE","","D0321","",""
"postos","PA032102","KUNLE","","D0321","",""
"postos","PA032103","IAPALA","","D0321","",""
"postos","PA040201","ALTO MOLOCUE","","D0402","",""
"postos","PA040202","NAUELA","","D0402","",""
"postos","PA040301","CHINDE_SEDE","","D0403","",""
"postos","PA040302","LUABO","","D0403","",""
"postos","PA040303","MICAUNE","","D0403","",""
"postos","PA040401","GILE","","D0404","",""
"postos","PA040402","ALTO LIGONHA","","D0404","",""
"postos","PA040502","LIOMA","","D0405","",""
"postos","PA040503","NEPUAGIUA","","D0405","",""
"postos","PA040601","ERREGO","","D0406","",""
"postos","PA040602","MULEVALA","","D0406","",""
"postos","PA040603","SOCONE","","D0406","",""
"postos","PA040701","MUCUPIA","","D0407","",""
"postos","PA040702","GONHANE","","D0407","",""
"postos","PA040801","LUGELA","","D0408","",""
"postos","PA040802","TACUANE","","D0408","",""
"postos","PA040803","MUNHAMADE","","D0408","",""
"postos","PA040804","MUABANAMA","","D0408","",""
"postos","PA040901","MAGANJA DA COSTA","","D0409","",""
"postos","PA040902","BOJONE","","D0409","",""
"postos","PA040903","MOCUBELA","","D0409","",""
"postos","PA040904","NANTE","","D0409","",""
"postos","PA041001","MILANGE","","D0410","",""
"postos","PA041002","MAJAUA","","D0410","",""
"postos","PA041003","MOLUMBO","","D0410","",""
"postos","PA041004","MONGUE","","D0410","",""
"postos","PA041102","MUGEBA","","D0411","",""
"postos","PA041103","NAMAJAVIRA","","D0411","",""
"postos","PA041201","MOPEIA","","D0412","",""
"postos","PA041202","CAMPO","","D0412","",""
"postos","PA041301","MORRUMBALA","","D0413","",""
"postos","PA041302","CHIRE","","D0413","",""
"postos","PA041303","DERRE","","D0413","",""
"postos","PA041304","MEGAZA","","D0413","",""
"postos","PA041401","NAMACURRA","","D0414","",""
"postos","PA041402","MUCUSE","","D0414","",""
"postos","PA041501","NAMARROI","","D0415","",""
"postos","PA041502","REGONE","","D0415","",""
"postos","PA041601","NICOADALA","","D0416","",""
"postos","PA041602","MAQUIVAL","","D0416","",""
"postos","PA041701","PEBANE","","D0417","",""
"postos","PA041702","MULELA MUALAMA","","D0417","",""
"postos","PA041703","NABURI","","D0417","",""
"postos","PA050201","ULONGOE","","D0502","",""
"postos","PA050202","DOMUE","","D0502","",""
"postos","PA050301","SONGO","","D0503","",""
"postos","PA050302","CHITHOLO","","D0503","",""
"postos","PA050303","CHITIMA","","D0503","",""
"postos","PA050401","LUENHA","","D0504","",""
"postos","PA050402","CHIOCO","","D0504","",""
"postos","PA050403","MAVARA","","D0504","",""
"postos","PA050501","CHIFUNDE","","D0505","",""
"postos","PA050502","MUALADZI","","D0505","",""
"postos","PA050503","N'SADZO","","D0505","",""
"postos","PA050601","KAZULA","","D0506","",""
"postos","PA050602","MANGE","","D0506","",""
"postos","PA050701","FURANCUNGO","","D0507","",""
"postos","PA050702","CHIDZOLOMONDO","","D0507","",""
"postos","PA050801","MPHEENDE","","D0508","",""
"postos","PA050802","CHINTHOPO","","D0508","",""
"postos","PA050803","MUKUMBURA","","D0508","",""
"postos","PA050901","CHIPUTO","","D0509","",""
"postos","PA050902","FINGOE","","D0509","",""
"postos","PA050903","MOLOWERA","","D0509","",""
"postos","PA050904","CHEPERA","","D0509","",""
"postos","PA051001","MOATIZE","","D0510","",""
"postos","PA051002","KAMBULATSITSI","","D0510","",""
"postos","PA051003","ZOMBUE","","D0510","",""
"postos","PA051101","NHAMAYABUE","","D0511","",""
"postos","PA051102","CHARE","","D0511","",""
"postos","PA051103","DOA","","D0511","",""
"postos","PA051104","INHANGOMA","","D0511","",""
"postos","PA051201","NTENGO_WAMBALAME","","D0512","",""
"postos","PA051202","TSANGANO","","D0512","",""
"postos","PA051301","ZUMBO","","D0513","",""
"postos","PA051302","MUZE","","D0513","",""
"postos","PA051303","ZAMBUE","","D0513","",""
"postos","PA060201","CATANDICA","","D0602","",""
"postos","PA060202","CHOA","","D0602","",""
"postos","PA060203","NHAMPASSA","","D0602","",""
"postos","PA060301","GONDOLA","","D0603","",""
"postos","PA060302","AMATONGAS","","D0603","",""
"postos","PA060303","CAFUMPE","","D0603","",""
"postos","PA060304","INCHOPE","","D0603","",""
"postos","PA060305","MACATE","","D0603","",""
"postos","PA060306","MATSINHO","","D0603","",""
"postos","PA060307","ZEMBE","","D0603","",""
"postos","PA060401","GURO","","D0604","",""
"postos","PA060402","DACATA","","D0604","",""
"postos","PA060403","MANDIE","","D0604","",""
"postos","PA060404","MUNGARI","","D0604","",""
"postos","PA060405","NHAMASSONGE","","D0604","",""
"postos","PA060501","MACHAZE","","D0605","",""
"postos","PA060502","SAVE","","D0605","",""
"postos","PA060601","MACOSSA","","D0606","",""
"postos","PA060602","NGUAWALA","","D0606","",""
"postos","PA060603","NHAMANGUA","","D0606","",""
"postos","PA060702","MACHIPANDA","","D0607","",""
"postos","PA060703","MESSICA","","D0607","",""
"postos","PA060704","MAVONDE","","D0607","",""
"postos","PA060705","VANDUZI","","D0607","",""
"postos","PA060801","ESPUNGABERA","","D0608","",""
"postos","PA060802","CHIURAIRUE","","D0608","",""
"postos","PA060803","DACATA","","D0608","",""
"postos","PA060901","SUSSUNDENGA","","D0609","",""
"postos","PA060902","DOMBE","","D0609","",""
"postos","PA060903","MUHOA","","D0609","",""
"postos","PA060904","ROTANDA","","D0609","",""
"postos","PA061001","NHACOLO","","D0610","",""
"postos","PA061002","BUZUA","","D0610","",""
"postos","PA061003","NHACAFULA","","D0610","",""
"postos","PA070201","BUZI","","D0702","",""
"postos","PA070202","ESTAQUINHA","","D0702","",""
"postos","PA070203","NOVA_SOFALA","","D0702","",""
"postos","PA070301","CAIA","","D0703","",""
"postos","PA070302","MURRACA","","D0703","",""
"postos","PA070303","SENA","","D0703","",""
"postos","PA070401","CHEMBA","","D0704","",""
"postos","PA070402","CHIRAMBA","","D0704","",""
"postos","PA070403","MULIMA","","D0704","",""
"postos","PA070501","INHAMINGA","","D0705","",""
"postos","PA070502","INHAMITANGA","","D0705","",""
"postos","PA070601","CHIBABAVA","","D0706","",""
"postos","PA070602","GOONDA","","D0706","",""
"postos","PA070603","MUXUNGUE","","D0706","",""
"postos","PA070702","MAFAMBISSE","","D0707","",""
"postos","PA070801","GORONGOSA","","D0708","",""
"postos","PA070802","NHAMADZI","","D0708","",""
"postos","PA070803","VANDUZI","","D0708","",""
"postos","PA070901","MACHANGA","","D0709","",""
"postos","PA070902","DIVINHE","","D0709","",""
"postos","PA071001","MARINGUE","","D0710","",""
"postos","PA071002","CANXIXE","","D0710","",""
"postos","PA071003","SUBUI","","D0710","",""
"postos","PA071101","MARROMEU","","D0711","",""
"postos","PA071102","CHUPANGA","","D0711","",""
"postos","PA071201","MUANZA","","D0712","",""
"postos","PA071202","GALINHA","","D0712","",""
"postos","PA071301","NHAMATANDA","","D0713","",""
"postos","PA071302","TICA","","D0713","",""
"postos","PA080201","FUNHALOURO","","D0802","",""
"postos","PA080202","TOME","","D0802","",""
"postos","PA080301","NOVA MAMBONE","","D0803","",""
"postos","PA080302","SAVE","","D0803","",""
"postos","PA080401","HOMOINE","","D0804","",""
"postos","PA080402","PEMBE","","D0804","",""
"postos","PA080501","INHARRIME","","D0805","",""
"postos","PA080502","MUCUMBI","","D0805","",""
"postos","PA080601","INHASSORO","","D0806","",""
"postos","PA080602","BAZARUTO","","D0806","",""
"postos","PA080701","JANGAMO","","D0807","",""
"postos","PA080702","CUMBANA","","D0807","",""
"postos","PA080801","MABOTE","","D0808","",""
"postos","PA080802","ZIMANE","","D0808","",""
"postos","PA080803","ZINAVE","","D0808","",""
"postos","PA080901","MASSINGA","","D0809","",""
"postos","PA080902","CHICOMO","","D0809","",""
"postos","PA081101","MORRUMBENE","","D0811","",""
"postos","PA081102","MUCODOENE","","D0811","",""
"postos","PA081201","PANDA","","D0812","",""
"postos","PA081202","MAWAYELA","","D0812","",""
"postos","PA081203","URRENE","","D0812","",""
"postos","PA081301","VILANKULO","","D0813","",""
"postos","PA081302","MAPINHANE","","D0813","",""
"postos","PA081401","QUISSICO","","D0814","",""
"postos","PA081402","ZANDAMELA","","D0814","",""
"postos","PA090201","BILENE MACIA","","D0902","",""
"postos","PA090202","CHISSANO","","D0902","",""
"postos","PA090203","MAZIVILA","","D0902","",""
"postos","PA090204","MESSANO","","D0902","",""
"postos","PA090205","PRAIA DE BILENE ","","D0902","",""
"postos","PA090206","MACUANE","","D0902","",""
"postos","PA090302","ALTO CHANGANE","","D0903","",""
"postos","PA090303","CHAIMITE","","D0903","",""
"postos","PA090304","CHANGANINE","","D0903","",""
"postos","PA090305","GODIDE","","D0903","",""
"postos","PA090306","MALEHICE","","D0903","",""
"postos","PA090401","CHICUALACUALA","","D0904","",""
"postos","PA090402","MAPAI","","D0904","",""
"postos","PA090403","PAFURI","","D0904","",""
"postos","PA090501","CHIGUBO","","D0905","",""
"postos","PA090502","NDINDIZA","","D0905","",""
"postos","PA090602","LIONDE","","D0906","",""
"postos","PA090603","MACARRETANE","","D0906","",""
"postos","PA090604","XILEMBENE","","D0906","",""
"postos","PA090701","CANICADO","","D0907","",""
"postos","PA090702","CHIVONGUENE","","D0907","",""
"postos","PA090703","MUBANGUENE","","D0907","",""
"postos","PA090704","NALAZI","","D0907","",""
"postos","PA090801","MABALANE","","D0908","",""
"postos","PA090802","COMBOMUNE","","D0908","",""
"postos","PA090803","NTLAVANE","","D0908","",""
"postos","PA090901","MANDLACAZE","","D0909","",""
"postos","PA090902","CHALALA","","D0909","",""
"postos","PA090903","CHIBONZANE","","D0909","",""
"postos","PA090904","CHIDENGUELE","","D0909","",""
"postos","PA090905","MACUACUA","","D0909","",""
"postos","PA090906","MAZUCANE","","D0909","",""
"postos","PA090907","NGUZENE","","D0909","",""
"postos","PA091001","MASSANGENA","","D0910","",""
"postos","PA091002","MUVUE","","D0910","",""
"postos","PA091101","MASSINGIR","","D0911","",""
"postos","PA091102","MAVODZE","","D0911","",""
"postos","PA091103","ZULO","","D0911","",""
"postos","PA091201","CHICUMBANE","","D0912","",""
"postos","PA091202","CHONGOENE","","D0912","",""
"postos","PA091203","ZONGUENE","","D0912","",""
"postos","PA100201","BOANE","","D1002","",""
"postos","PA100202","MATOLA RIO","","D1002","",""
"postos","PA100301","MAGUDE","","D1003","",""
"postos","PA100302","MAPULANGUENE","","D1003","",""
"postos","PA100303","MOTAZE","","D1003","",""
"postos","PA100304","MAHEL","","D1003","",""
"postos","PA100305","PANJANE","","D1003","",""
"postos","PA100401","MANHICA","","D1004","",""
"postos","PA100402","CALANGA","","D1004","",""
"postos","PA100403","ILHA JOSINA MACHEL","","D1004","",""
"postos","PA100404","MALUANA","","D1004","",""
"postos","PA100405","XINAVANE","","D1004","",""
"postos","PA100406","3 DE FEVEREIRO","","D1004","",""
"postos","PA100501","MARRACUENE","","D1005","",""
"postos","PA100502","MACHUBO","","D1005","",""
"postos","PA100601","MISSEVENE","","D1006","",""
"postos","PA100602","CATEMBE","","D1006","",""
"postos","PA100603","CATUANE","","D1006","",""
"postos","PA100604","MACHANGULO","","D1006","",""
"postos","PA100605","ZITUNDO","","D1006","",""
"postos","PA100701","MOAMBA","","D1007","",""
"postos","PA100702","PESSENE","","D1007","",""
"postos","PA100703","RESSANO GARCIA","","D1007","",""
"postos","PA100704","SABIE","","D1007","",""
"postos","PA100801","NAMAACHA","","D1008","",""
"postos","PA100802","CHANGALANE","","D1008","",""
"","","","","","",""
"comunidades","C001","Ekudjua","","","PA040603","SOCONE"
"comunidades","C002","Enhumua","","","PA040601","ERREGO"
"comunidades","C003","Jagarra","","","PA040601","ERREGO"
"comunidades","C004","Macala","","","PA040601","ERREGO"
"comunidades","C005","Macalissa","","","PA040603","SOCONE"
"comunidades","C006","Macrubueni","","","PA040603","SOCONE"
"comunidades","C007","Malalo","","","PA041501","NAMARROI"
"comunidades","C008","Malua","","","PA040601","ERREGO"
"comunidades","C009","Monegue","","","PA040601","ERREGO"
"comunidades","C010","Morela","","","PA040601","ERREGO"
"comunidades","C011","Mucomo","","","PA040603","SOCONE"
"comunidades","C012","Mugulama","","","PA040601","ERREGO"
"comunidades","C013","Muzala","","","PA040603","SOCONE"
"comunidades","C014","Vierriua","","","PA040603","SOCONE"
"comunidades","C015","Napua","","","PA040601","ERREGO"
"comunidades","C016","Naume","","","PA040601","ERREGO"
"comunidades","C017","Nhoela","","","PA040601","ERREGO"
"comunidades","C018","Nicoropale","","","PA040603","SOCONE"
"comunidades","C020","Sugue","","","PA040601","ERREGO"
"comunidades","C021","Meitor","","","PA040601","ERREGO"
"comunidades","C022","Mugudu","","","PA040601","ERREGO"
"comunidades","C023","Namanda","","","PA040601","ERREGO"
"comunidades","C024","Navagane","","","PA040601","ERREGO"
"comunidades","C025","Mucade","","","PA040601","ERREGO"
"comunidades","C026","Muaziua","","","PA040601","ERREGO"
"comunidades","C027","Munhanhua","","","PA040601","ERREGO"
